Leafy spurge,42.2727,-81.8432
Leafy spurge,43.388,-80.3683
Leafy spurge,43.3879,-80.375
Leafy spurge,43.3877,-80.3753
Leafy spurge,43.3875,-80.3768
Leafy spurge,43.3875,-80.3762
Leafy spurge,43.3874,-80.3769
Leafy spurge,43.3874,-80.3769
Leafy spurge,43.3874,-80.3769
Leafy spurge,43.3874,-80.3769
Leafy spurge,43.3874,-80.3765
Leafy spurge,43.3874,-80.3772
Leafy spurge,43.3874,-80.3772
Leafy spurge,43.3874,-80.3771
Leafy spurge,43.3874,-80.377
Leafy spurge,43.3873,-80.3772
Leafy spurge,43.3873,-80.3771
Leafy spurge,43.3873,-80.377
Leafy spurge,43.3873,-80.3773
Leafy spurge,43.3873,-80.3772
Leafy spurge,43.3873,-80.3771
Leafy spurge,43.3873,-80.3771
Leafy spurge,43.3873,-80.3773
Leafy spurge,43.3873,-80.3773
Leafy spurge,43.3866,-80.386
Leafy spurge,43.3866,-80.3777
Leafy spurge,43.3862,-80.3745
Leafy spurge,43.3862,-80.3745
Leafy spurge,43.3861,-80.3746
Leafy spurge,43.386,-80.3706
Leafy spurge,43.386,-80.3716
Leafy spurge,43.386,-80.37
Leafy spurge,43.3859,-80.3717
Leafy spurge,43.3859,-80.377
Leafy spurge,43.3859,-80.3672
Leafy spurge,43.3859,-80.3796
Leafy spurge,43.3858,-80.3839
Leafy spurge,43.3858,-80.3839
Leafy spurge,43.3858,-80.3838
Leafy spurge,43.3858,-80.3839
Leafy spurge,43.3858,-80.3838
Leafy spurge,43.3858,-80.3838
Leafy spurge,43.3858,-80.3772
Leafy spurge,43.3858,-80.384
Leafy spurge,43.3858,-80.384
Leafy spurge,43.3858,-80.3838
Leafy spurge,43.3858,-80.384
Leafy spurge,43.3857,-80.384
Leafy spurge,43.3857,-80.384
Leafy spurge,43.3857,-80.3839
Leafy spurge,43.3857,-80.384
Leafy spurge,43.3857,-80.366
Leafy spurge,43.3857,-80.3839
Leafy spurge,43.3856,-80.3775
Leafy spurge,43.3856,-80.3941
Leafy spurge,43.3855,-80.3664
Leafy spurge,43.3853,-80.3847
Leafy spurge,43.3853,-80.3841
Leafy spurge,43.3853,-80.3775
Leafy spurge,43.385,-80.384
Leafy spurge,43.3844,-80.3641
Leafy spurge,43.3842,-80.3568
Leafy spurge,43.3841,-80.3548
Leafy spurge,43.384,-80.3634
Leafy spurge,43.3839,-80.3553
Leafy spurge,43.3838,-80.3602
Leafy spurge,43.3838,-80.3597
Leafy spurge,43.3837,-80.3606
Leafy spurge,43.3836,-80.3609
Leafy spurge,43.3835,-80.3604
Leafy spurge,43.3835,-80.3618
Leafy spurge,43.3835,-80.3607
Leafy spurge,43.3835,-80.3605
Leafy spurge,43.3835,-80.3604
Leafy spurge,43.3835,-80.3616
Leafy spurge,43.3834,-80.3614
Leafy spurge,43.3834,-80.361
Leafy spurge,43.3828,-80.3595
Leafy spurge,43.3824,-80.3627
Leafy spurge,43.3798,-80.3546
Leafy spurge,43.379,-80.36
Leafy spurge,43.379,-80.3601
Leafy spurge,43.379,-80.3601
Leafy spurge,43.379,-80.3601
Leafy spurge,43.379,-80.3599
Leafy spurge,43.379,-80.3599
Leafy spurge,43.3789,-80.3434
Leafy spurge,43.3789,-80.3432
Leafy spurge,43.3789,-80.3434
Leafy spurge,43.3789,-80.3432
Leafy spurge,43.3789,-80.3434
Leafy spurge,43.3789,-80.3433
Leafy spurge,43.3789,-80.3432
Leafy spurge,43.3785,-80.3411
Leafy spurge,43.3781,-80.344
Leafy spurge,43.3777,-80.3432
Leafy spurge,43.3695,-80.3603
